0.0014973,0.21235,1.3818,0.38076,0.70088,1.3818,1.8988,0.0014973,0.70088,0.38076,0.87002,0.0014973,0.70088,1.8075,0.21235,0.46731,0.38076,0.0014973,0.21235,0.0014973,1.549,1.8075,0.87002,0.70088,0.46731,0.87002,1.8075,0.38076,1.8988,1.3818
0.21235,1.8075,1.8988,1.3818,0.46731,1.549,0.21235,1.8988,1.3818,0.87002,1.8075,0.46731,0.70088,1.3818,1.8075,0.70088,1.8075,0.21235,1.549,0.21235,1.3818,0.70088,0.46731,1.8075,1.549,1.3818,1.8075,0.46731,0.70088,1.8075
1.8988,1.3818,0.0014973,0.46731,1.3818,1.549,0.21235,0.87002,0.46731,0.46731,1.8075,0.38076,1.8075,0.46731,0.21235,0.87002,0.70088,1.549,0.70088,1.8988,1.549,0.0014973,1.3818,0.21235,0.87002,1.549,1.8988,0.21235,0.70088,0.0014973
0.46731,1.3818,0.21235,1.549,0.21235,0.87002,0.38076,0.21235,1.549,0.38076,1.8075,0.0014973,0.0014973,0.38076,0.87002,1.549,0.38076,0.70088,1.8075,0.38076,0.70088,0.46731,0.70088,1.549,1.3818,0.46731,1.8988,0.70088,1.549,0.21235
1.8075,0.0014973,0.38076,1.549,0.46731,0.38076,1.8988,1.8075,1.549,0.0014973,0.70088,1.3818,0.21235,0.0014973,0.38076,0.70088,0.0014973,1.549,0.21235,1.3818,1.549,0.70088,0.38076,0.21235,0.0014973,0.21235,0.46731,1.8988,1.8075,0.38076
0.38076,1.549,0.87002,1.549,0.0014973,1.3818,0.46731,1.549,0.21235,0.0014973,0.87002,1.8075,1.8988,1.8075,1.549,1.3818,1.549,0.0014973,0.46731,0.21235,1.549,1.8988,0.38076,1.8075,0.70088,0.46731,1.8988,0.87002,0.38076,0.46731
0.21235,0.38076,0.0014973,0.38076,1.549,1.8988,1.549,1.8988,0.38076,0.87002,0.0014973,1.8075,0.38076,0.87002,0.46731,0.21235,0.0014973,0.38076,0.70088,0.0014973,1.549,0.87002,0.0014973,1.8988,1.8075,0.87002,0.21235,0.21235,0.38076,1.3818
1.8075,0.0014973,0.38076,1.549,0.46731,0.70088,0.0014973,1.8075,0.87002,0.87002,0.70088,1.3818,0.46731,1.549,0.0014973,1.8075,0.38076,1.8988,1.8075,1.8988,0.87002,1.8988,1.8075,0.38076,1.8988,1.549,1.8075,0.46731,0.38076,0.0014973
0.21235,1.8075,1.549,0.38076,1.3818,1.8075,0.0014973,0.87002,0.38076,0.0014973,1.549,0.87002,0.87002,0.38076,1.8988,0.87002,1.549,1.3818,0.21235,1.8075,0.0014973,1.549,1.8988,0.0014973,1.3818,0.38076,1.8988,0.21235,1.8075,1.8988
0.21235,0.87002,0.38076,1.3818,0.0014973,0.38076,1.3818,0.87002,0.46731,0.0014973,1.8075,1.549,0.70088,1.8075,0.38076,1.549,0.0014973,1.8988,1.8075,1.549,1.8988,0.70088,0.38076,0.0014973,1.8988,0.70088,0.46731,0.0014973,1.8075,1.8988
