0.84286,0.80349,0.37068,0.70065,0.8177,0.80349,0.84286,0.017753,0.8177,1.2172,0.017753,0.84106,0.84106,0.8177,1.0691,0.70065,0.80349,0.84106,0.8177,0.71422,0.84106,0.71422,0.80349,0.017753,0.80349,1.0691,0.37068,0.37068,1.2172,0.84106
0.84106,0.71422,1.0691,0.80349,0.84106,1.2172,0.84106,0.017753,0.80349,0.70065,0.37068,1.0691,0.84106,0.71422,0.017753,0.84106,0.37068,0.71422,0.8177,0.70065,1.0691,0.017753,0.70065,0.80349,0.017753,0.71422,0.80349,0.84106,0.70065,0.017753
0.70065,0.37068,1.2172,0.017753,0.84286,0.70065,0.71422,0.84286,1.0691,0.80349,0.017753,0.71422,1.0691,0.70065,0.017753,0.017753,0.37068,0.70065,0.84106,0.017753,0.8177,0.84106,1.0691,0.71422,0.8177,0.84106,0.84286,0.8177,0.71422,1.2172
0.84106,0.017753,0.84286,0.80349,0.017753,0.84106,0.71422,0.84286,0.8177,1.2172,0.71422,0.84106,1.2172,0.84106,1.0691,0.37068,0.71422,0.84106,0.71422,0.017753,0.80349,0.80349,0.017753,0.84286,0.017753,0.71422,0.37068,1.0691,0.80349,0.37068
1.0691,0.70065,0.37068,0.84106,0.71422,1.0691,0.37068,1.2172,0.71422,0.70065,0.37068,0.71422,0.017753,0.37068,1.2172,0.70065,0.80349,0.37068,0.84106,0.80349,1.2172,0.80349,0.84106,0.84286,0.84106,0.71422,0.70065,0.37068,0.84106,0.71422
0.80349,0.84286,1.2172,0.84286,1.2172,0.017753,0.017753,0.84106,0.80349,1.0691,0.37068,0.84106,0.8177,0.80349,1.2172,0.84286,0.017753,0.71422,0.71422,0.84286,0.80349,0.017753,0.37068,0.70065,0.84286,0.017753,0.70065,1.2172,0.70065,0.84286
1.0691,0.37068,0.84286,0.37068,0.84286,1.2172,0.71422,0.37068,0.017753,0.84286,1.2172,1.0691,0.84286,0.017753,0.8177,0.8177,0.70065,0.84286,1.0691,1.2172,0.84286,1.2172,0.80349,0.84286,0.8177,0.84106,1.0691,0.80349,0.84106,0.70065
1.0691,0.80349,0.84106,1.0691,0.37068,0.84286,0.37068,0.84106,1.0691,0.84106,1.2172,0.84286,0.71422,0.70065,1.0691,0.80349,0.84106,0.70065,0.017753,0.70065,0.71422,1.0691,0.84286,0.017753,1.2172,1.0691,0.70065,1.2172,0.8177,0.37068
1.2172,0.84286,0.80349,0.80349,0.84286,0.017753,0.017753,0.84286,1.2172,0.71422,0.84106,0.80349,1.2172,0.84286,0.8177,0.37068,0.80349,0.84286,0.80349,0.84106,0.8177,0.017753,0.70065,0.71422,0.84106,1.0691,1.2172,0.71422,0.8177,0.80349
0.017753,0.84286,1.0691,0.017753,0.80349,0.37068,1.0691,0.37068,0.70065,0.71422,0.70065,0.84286,0.84106,0.37068,0.80349,1.2172,0.70065,1.0691,0.017753,0.80349,0.70065,0.71422,0.84106,0.84286,0.37068,0.84106,1.2172,0.84286,0.8177,0.84106
